Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index
sweden,stockholm,2014.0,18.05,9.71,14.36,0.56,3.96,2.0,2.83,611.28,8353.26,79.5,42.97,85.02
south africa,pretoria,2020.0,117.28,56.26,94.85,2.45,0.48,8.74,6.23,382.87,4103.24,160.43,34.9,77.95
uae,al ain,2019.0,137.96,68.27,102.45,2.4,1.39,13.06,3.25,178.67000000000002,8058.85,165.74,33.72,76.16
vietnam,ho chi minh city,2019.0,111.58,49.56,108.89,1.55,0.87,6.16,7.73,268.27,2521.92,153.5,38.54,78.1
japan,osaka,2017.0,42.11,21.16,44.67,0.97,2.45,4.81,3.57,182.29,2284.91,107.58,44.08,84.0
norway,kristiansand,2021.0,49.2,27.84,45.46,0.12,3.51,5.66,4.15,177.07999999999998,9398.5,149.63,41.02,83.36
australia,brisbane,2016.0,44.26,27.05,32.43,0.19,2.39,2.84,3.17,178.24,4575.68,73.95,42.42,83.84
norway,stavanger,2018.0,15.0,10.29,14.2,0.12,2.48,1.95,1.35,760.27,10579.82,93.72,36.74,85.52
iraq,erbil,2020.0,288.16,155.33,250.1,4.96,0.39,14.38,15.08,74.88,15639.26,323.88,20.56,65.94
russia,yekaterinburg,2023.0,170.1,90.59,184.72,2.95,0.9,7.63,3.25,312.68,13712.46,131.96,26.03,74.29
indonesia,medan,2023.0,104.6,46.06,73.47,3.81,2.3,4.65,8.49,389.47,9600.5,153.7,33.5,78.81
mongolia,murun,2023.0,259.47,159.96,232.515,5.17,1.0,7.63,10.37,61.79,7774.59,385.12,22.64,77.3
vietnam,hai phong,2014.0,113.34,46.06,104.92,1.83,1.58,6.14,5.19,277.75,11940.15,142.59,30.99,78.0
norway,stavanger,2021.0,15.0,6.09,11.77,0.32,4.12,1.05,3.47,177.07999999999998,4778.85,66.8,47.25,86.06
nigeria,kano,2022.0,261.62,105.31,263.6,3.09,0.47,13.17,15.01,122.98,19220.31,322.27,19.11,67.8
morocco,tangier,2017.0,147.82,95.03,137.4,4.3,2.09,4.49,5.73,125.28,9113.76,157.61,32.87,75.4
japan,tokyo,2019.0,22.87,14.21,28.03,0.64,2.39,3.17,1.74,487.54,7898.52,101.03,38.62,84.45
vietnam,can tho,2021.0,80.62,46.51,76.29,2.84,1.12,5.43,6.78,292.6,3781.22,153.28,36.73,80.21
france,marseille,2014.0,15.0,7.57,14.5,0.14,4.07,5.93,1.91,559.29,644.27,115.3,51.43,85.12
australia,perth,2021.0,15.0,6.69,11.25,0.09,2.99,3.54,2.03,177.07999999999998,5287.5,80.41,43.6,86.31
sweden,uppsala,2015.0,15.0,8.57,15.59,0.22,1.84,4.79,1.79,178.5,4882.32,78.83,40.41,86.05
vietnam,ho chi minh city,2020.0,190.32,76.97,207.66,3.9,2.0,7.59,8.35,256.29,13312.75,202.92,28.8,72.82
italy,milan,2022.0,23.94,16.25,17.53,0.55,3.84,5.96,2.28,332.42,2572.54,112.47,48.39,84.07
japan,kyoto,2014.0,64.18,34.98,61.53,0.94,1.64,4.45,0.83,618.06,7774.59,102.57,38.95,81.96
japan,nagoya,2018.0,15.0,7.21,15.27,0.25,2.98,5.02,1.67,185.66,4435.47,103.03,44.25,86.2
italy,rome,2022.0,118.51,80.47,110.14,1.14,1.27,5.24,4.28,400.78,10716.25,150.66,31.96,77.9
myanmar,mandalay,2021.0,203.24,95.56,215.69,2.05,0.92,16.38,6.5,57.32,21653.38,265.19,19.07,71.57
iran,isfahan,2015.0,240.55,162.65,237.4,1.56,1.36,19.11,7.89,41.77,20454.57,286.59,22.05,69.05
uk,liverpool,2017.0,41.45,23.59,38.16,0.7,1.8,3.49,4.81,182.29,7842.99,127.64,36.85,84.56
sweden,uppsala,2015.0,15.0,9.33,15.0,0.28,2.85,2.51,1.53,178.5,2875.61,83.64,45.38,86.25
argentina,rosario,2016.0,127.73,70.01,134.59,2.4,2.58,10.89,5.74,237.88,13724.59,188.24,31.61,76.96
india,kolkata,2019.0,324.24,157.98,238.67,3.13,0.81,21.76,5.53,175.73,7774.59,317.67999999999995,23.975,63.74
pakistan,karachi,2021.0,265.61,149.88,187.69,1.58,0.73,7.63,13.98,103.37,13330.25,383.46,27.28,67.5
canada,montreal,2018.0,15.0,6.65,11.68,0.49,3.16,5.0,1.57,185.66,1419.43,92.99,47.58,85.99
germany,hamburg,2017.0,15.0,6.47,15.93,0.35,3.55,2.62,4.43,182.29,6293.43,121.29,44.02,85.85
spain,madrid,2023.0,51.77,28.41,50.16,0.35,1.45,3.45,2.91,419.09,7452.64,116.23,36.54,82.39
chile,concepcion,2015.0,114.15,66.64,95.39,1.62,0.92,11.68,5.79,381.27,4893.46,190.91,36.26,78.15
norway,oslo,2020.0,58.16,36.8,61.54,0.62,2.52,5.66,0.79,176.62,9112.15,86.66,37.83,83.19
romania,iasi,2017.0,95.44,48.86,82.25,3.88,1.56,4.37,5.12,202.58,2095.68,122.23,38.71,79.04
italy,rome,2022.0,51.25,28.7,41.82,0.62,4.75,5.19,2.35,180.34,5227.98,121.43,48.39,83.36
india,chennai,2022.0,215.38,108.36,214.87,3.0,0.92,20.91,7.36,125.16,9338.25,290.91,30.42,70.89
ukraine,dnipro,2016.0,139.0,72.39,135.1,2.4,2.55,5.01,6.43,84.13,14478.61,162.51,30.76,75.9
italy,milan,2023.0,63.73,32.24,68.94,0.19,3.37,5.58,2.41,436.54,5200.0,127.93,44.72,81.62
pakistan,karachi,2020.0,215.43,144.46,224.47,3.99,1.06,21.18,5.165,125.56,6788.72,331.91,32.39,70.89
saudi arabia,riyadh,2015.0,118.48,71.72,114.31,0.97,1.81,12.63,3.76,162.31,7450.33,184.88,37.02,77.43
mongolia,darkhan,2021.0,277.4,183.15,220.61,3.7,1.1,18.88,6.78,33.67,24200.55,300.91,15.39,66.57
philippines,cebu city,2016.0,106.28,73.19,116.34,3.59,2.57,4.8,8.28,264.83,2835.52,138.99,41.29,78.44
indonesia,medan,2020.0,118.36,79.05,122.54,1.42,1.1,6.91,5.44,151.94,12057.55,169.09,29.84,77.41
mexico,monterrey,2017.0,127.07,70.77,110.36,2.3,1.68,11.3,3.22,164.57,4642.16,167.74,38.1,76.86
china,shenzhen,2023.0,248.15,140.36,259.41,1.91,0.62,17.08,12.83,141.44,11248.52,331.46,28.7,68.74
canada,vancouver,2017.0,60.82,42.25,54.09,0.89,2.73,5.75,1.51,182.29,10791.35,112.24,36.51,82.89
norway,kristiansand,2017.0,24.01,11.42,18.53,0.12,2.57,3.7,1.73,371.18,8174.28,104.37,39.42,84.14
canada,ottawa,2021.0,71.46,29.98,53.67,0.15,1.43,4.47,3.31,330.01,9287.13,134.27,34.86,80.9
uae,al ain,2018.0,140.21,86.05,112.52,3.31,2.31,11.98,9.28,151.46,7164.31,236.87,36.44,75.96
mongolia,murun,2015.0,309.57,183.14,232.515,4.03,0.39,16.44,8.35,155.42,7774.59,287.4,22.64,64.67
egypt,giza,2014.0,257.85,104.13,255.68,2.03,0.42,10.17,15.43,54.7,19569.22,313.61,19.66,67.92
china,guangzhou,2018.0,290.08,154.98,312.05,4.56,0.63,20.04,11.03,100.16,13536.81,340.03,23.79,65.86
japan,kyoto,2021.0,37.65,18.44,41.04,0.69,3.55,5.38,1.44,531.5,3561.06,107.5,46.4,83.55
mexico,monterrey,2020.0,150.71,61.03,137.3,3.93,2.62,5.26,8.83,130.46,4457.58,185.64,39.46,75.21
canada,ottawa,2015.0,21.94,11.55,19.27,0.6,4.21,3.19,3.88,178.5,11466.24,97.28,40.58,85.42
india,chennai,2017.0,217.94,128.92,166.9,4.55,0.62,15.45,6.51,71.63,10556.25,233.45,26.75,70.61
poland,poznan,2018.0,186.53,105.84,142.15,2.94,2.72,12.85,9.05,145.0,6180.47,225.17,39.03,72.85
nigeria,kano,2015.0,243.31,163.17,213.96,2.5,0.72,12.26,14.09,93.25,18430.42,294.63,21.22,68.97
canada,montreal,2023.0,37.02,21.37,33.48,0.61,1.37,1.09,1.52,583.95,11659.62,64.71,31.84,83.7
indonesia,bandung,2019.0,87.9,59.72,72.07,2.86,1.3,8.31,4.39,257.52,4908.38,141.41,36.14,79.65
brazil,brasilia,2023.0,230.71,111.02,200.97,4.4,1.37,12.99,5.99,171.46,12228.16,223.66,27.47,69.96
nigeria,lagos,2022.0,303.56,179.61,305.45,3.91,0.89,23.73,8.29,100.79,16677.89,324.99,22.08,64.96
kenya,kisumu,2017.0,107.47,72.08,111.03,6.38,0.89,3.73,1.18,12.52,3969.6,90.58,32.33,77.86
usa,houston,2021.0,21.35,11.64,21.23,1.19,3.21,6.01,3.58,300.63,1623.11,137.18,46.83,84.18
australia,melbourne,2017.0,15.0,8.4,13.05,0.8,2.86,5.04,1.8,182.29,6058.04,114.92,41.71,85.96
mexico,puebla,2019.0,158.18,106.36,155.44,4.37,1.17,10.28,3.34,129.43,9268.36,173.34,29.87,74.71
norway,oslo,2016.0,15.0,9.86,15.82,0.53,3.47,1.11,1.67,178.24,4602.39,79.87,45.27,86.22
france,lyon,2015.0,99.15,39.7,107.78,1.06,4.99,5.99,2.22,532.28,11834.56,108.65,42.09,79.45
romania,iasi,2017.0,119.43,57.72,98.7,1.96,1.08,10.03,5.48,352.05,10852.16,170.24,30.44,77.74
brazil,sao paulo,2022.0,123.45,82.37,96.16,3.4,2.48,6.74,4.38,388.03,10580.16,142.81,33.47,77.55
iran,karaj,2019.0,301.98,135.7,285.13,3.17,0.65,17.8,14.55,48.71,17410.15,346.13,21.39,64.97
morocco,fez,2015.0,112.07,77.36,88.71,2.52,0.48,10.07,9.39,128.0,4538.92,197.57,34.37,77.78
philippines,quezon city,2020.0,93.56,54.21,85.86,2.18,1.61,7.73,3.65,231.07,4448.51,144.77,38.19,79.22
usa,phoenix,2016.0,83.39,55.94,70.17,1.01,3.4,4.17,1.78,694.84,11639.23,111.04,37.56,80.83
poland,warsaw,2022.0,112.78,76.91,91.02,0.96,0.89,12.67,4.07,171.36,8066.78,187.41,33.63,77.82
netherlands,rotterdam,2023.0,54.52,35.95,51.38,0.89,4.38,2.64,2.62,779.19,8321.95,96.33,43.94,82.92
italy,naples,2015.0,43.24,25.74,38.19,0.12,1.72,1.26,2.37,488.99,3556.59,55.33,41.5,83.1
australia,sydney,2016.0,15.0,7.35,13.82,0.31,4.53,2.29,3.92,575.86,3687.6,100.81,49.6,85.15
france,marseille,2020.0,15.0,9.42,16.34,0.37,4.58,1.67,0.93,176.62,8084.83,88.27,45.28,85.95
ukraine,kharkiv,2017.0,117.8,47.87,84.79,0.72,0.36,8.49,6.14,78.28,4745.96,169.85,35.6,77.3
italy,rome,2021.0,86.06,42.13,93.77,0.99,1.89,3.71,2.0,708.88,11591.94,114.97,33.09,80.68
philippines,manila,2017.0,128.55,56.53,118.95,4.18,2.94,7.77,9.47,359.85,4646.25,209.81,40.01,77.15
iran,mashhad,2018.0,167.31,77.01,129.23,2.91,1.19,14.87,7.34,67.05,12559.09,245.94,28.11,73.98
mongolia,murun,2016.0,298.36,133.35,315.53,5.05,0.27,12.78,14.16,138.37,23037.78,338.42,22.64,65.39
sweden,vasteras,2017.0,15.0,6.48,15.03,0.9,4.43,1.84,2.82,182.29,5707.1,72.04,46.69,86.28
iran,tabriz,2014.0,274.97,115.88,241.09,1.8,0.32,7.35,8.44,149.05,19433.39,352.47,19.73,66.97
chile,antofagasta,2023.0,75.71,30.38,65.29,2.78,0.62,4.95,4.52,239.77,1778.41,111.58,37.29,80.43
netherlands,utrecht,2022.0,15.0,6.58,12.1,0.93,4.23,3.12,2.59,180.34,10145.3,109.36,41.61,86.02
iraq,mosul,2021.0,242.77,169.71,198.19,5.14,1.16,11.08,11.85,71.22,8833.23,256.57,22.799999999999997,68.96
chile,concepcion,2018.0,140.17,90.4,114.75,1.9,0.31,10.79,4.65,140.7,12357.95,188.86,26.68,75.94
egypt,aswan,2016.0,299.03,137.37,251.76,5.77,0.21,7.755,7.57,60.32,11994.45,314.32,22.88,65.19
japan,kyoto,2014.0,68.86,46.1,68.84,0.72,3.19,3.92,4.96,445.2,5612.13,114.42,43.24,81.3
vietnam,hai phong,2014.0,75.67,42.98,52.99,3.76,1.3,6.93,4.58,203.13,4197.12,153.66,35.94,80.36
mongolia,ulaanbaatar,2015.0,313.39,192.37,304.25,2.34,1.28,22.63,8.2,76.72,7774.59,349.43,14.19,64.26
egypt,aswan,2022.0,294.51,172.77,209.42,5.81,1.07,20.53,11.83,180.34,18638.52,341.11,18.78,65.56
sweden,malmo,2017.0,20.89,11.91,14.93,0.84,1.21,2.89,3.59,182.29,11763.64,92.85,31.01,85.81
kenya,nairobi,2019.0,70.1,45.62,61.49,3.03,0.43,2.29,1.48,41.34,3972.04,82.45,34.3,80.41
poland,warsaw,2015.0,129.19,86.03,104.21,3.2,0.55,8.17,4.16,211.35,10371.0,163.91,28.08,76.81
argentina,la plata,2014.0,97.78,66.37,72.26,1.26,0.61,5.79,3.27,341.39,13786.26,118.59,26.8,79.16
usa,chicago,2015.0,15.0,6.98,11.53,0.6,4.62,1.5,0.56,178.5,5321.14,39.16,47.92,86.26
kenya,mombasa,2015.0,134.4,54.364999999999995,103.7,6.9,0.5,7.11,3.39,16.45,2784.12,145.6,31.82,76.07
italy,rome,2018.0,63.26,34.08,68.65,0.5,4.25,4.21,4.5,185.66,5489.01,137.17,46.75,82.52
australia,adelaide,2018.0,73.28,50.64,60.16,0.66,2.86,5.28,1.2,373.98,10035.92,90.47,37.89,80.86
south africa,port elizabeth,2014.0,116.2,48.61,0.09934,3.17,2.48,4.97,7.88,200.76,2946.06,155.28,41.33,77.65
norway,oslo,2017.0,17.51,8.79,13.24,1.15,3.8,1.54,1.65,758.26,2159.96,58.7,48.08,85.35
philippines,cebu city,2023.0,157.21,96.4,158.41,3.0,2.9,6.37,6.49,337.98,9772.97,171.91,35.91,75.2
mexico,mexico city,2014.0,161.01,81.35,163.12,0.68,1.98,12.36,3.93,332.6,13347.48,203.6,31.92,74.93
romania,iasi,2014.0,51.9,25.33,49.27,2.25,2.21,5.38,5.47,140.35,988.59,115.21,43.4,81.82
ukraine,kharkiv,2017.0,101.73,54.86,75.42,1.57,2.7,11.88,4.2,179.59,2656.07,167.39,43.86,78.58
argentina,la plata,2017.0,158.85,90.22,111.6,3.64,0.66,5.6,7.02,188.23,10115.54,157.04,28.21,74.79
chile,santiago,2022.0,114.7,46.26,106.66,1.55,2.54,7.45,5.65,295.92,12585.49,175.35,33.47,77.94
brazil,sao paulo,2016.0,157.33,96.77,142.74,3.87,1.44,6.21,4.21,62.12,12570.11,144.61,27.87,74.64
vietnam,ho chi minh city,2015.0,119.85,61.8,126.76,3.35,2.78,11.13,7.55,396.94,11412.73,230.19,33.57,77.8
south africa,cape town,2018.0,113.65,58.15,97.38,0.78,0.67,8.03,7.32,287.84,1093.12,189.59,40.13,78.0
egypt,luxor,2023.0,267.7,110.88,226.09,5.4,0.19,20.21,8.28,118.28,7352.12,298.64,27.82,67.39
mongolia,darkhan,2016.0,165.07,88.71,173.49,4.79,1.13,11.12,6.94,117.88,11678.08,199.42,26.93,74.23
kenya,eldoret,2017.0,92.1,40.76,77.75,4.25,0.36,3.95,3.35,48.2,2228.1,108.75,34.61,78.96
philippines,zamboanga,2015.0,100.74,68.44,105.07,3.95,0.96,4.44,6.56,220.4,4043.34,141.34,34.89,78.72
india,chennai,2017.0,278.66,163.73,253.57,5.81,1.38,12.61,6.13,63.15,7774.59,244.9,23.975,66.55
indonesia,makassar,2018.0,146.88,81.33,107.11,2.87,1.84,13.72,4.64,325.69,5010.31,190.32,37.63,75.86
iran,mashhad,2022.0,181.65,82.75,156.32,1.73,1.13,14.55,6.3,70.14,13234.11,231.51,28.42,73.03
canada,calgary,2021.0,15.0,6.27,13.79,0.61,4.02,2.19,0.63,575.57,3393.4,72.25,48.06,85.15
iran,mashhad,2016.0,196.51,98.25,189.69,2.9,0.77,19.03,10.64,59.34,10184.48,299.56,29.22,72.02
france,lyon,2014.0,34.04,15.34,29.49,0.9,4.78,6.68,2.45,762.7,3792.91,97.12,49.66,84.26
poland,krakow,2020.0,106.47,57.59,101.99,3.2,1.54,4.12,5.98,106.65,3459.74,113.96,37.95,78.11
iran,mashhad,2016.0,273.8,127.01,270.6,3.24,0.29,15.72,13.5,46.27,15460.18,328.72,22.16,66.84
egypt,giza,2020.0,258.5,159.31,194.89,3.7,0.35,14.36,7.96,176.62,17817.92,266.37,19.54,68.11
myanmar,mandalay,2023.0,254.86,149.19,206.73,5.06,1.16,10.01,14.15,38.49,16099.63,287.01,22.34,77.3
morocco,rabat,2022.0,103.21,50.75,84.58,1.6,1.32,5.1,6.68,303.82,5557.41,161.71,36.82,78.73
russia,moscow,2018.0,146.5,68.23,136.91,1.63,1.47,4.06,9.89,223.17,9169.38,175.65,33.61,75.68
poland,gdansk,2014.0,161.47,77.42,162.14,3.54,1.15,11.94,4.62,174.62,14251.34,192.77,25.67,74.58
vietnam,hanoi,2019.0,136.59,85.46,117.78,0.76,0.35,9.22,8.35,114.19,6222.38,217.25,34.06,76.12
russia,novosibirsk,2017.0,126.87,73.72,133.41,0.64,1.47,11.21,6.06,399.09,4877.08,208.7,38.89,77.34
spain,bilbao,2019.0,45.19,24.14,37.36,0.68,3.13,1.07,0.98,431.22,8035.37,82.0,40.68,82.85
china,shanghai,2016.0,272.02,141.17,199.94,5.73,1.08,15.26,15.71,113.48,15665.68,353.95,21.85,67.09
egypt,luxor,2019.0,332.4,154.37,246.31,1.78,0.37,7.49,5.53,166.27,7774.59,392.16,23.53,63.17
argentina,rosario,2018.0,84.91,40.62,90.25,1.65,1.54,4.97,6.92,109.0,2858.66,142.59,40.1,79.56
canada,montreal,2021.0,25.28,10.19,20.85,0.88,2.55,5.75,3.3,728.47,4694.35,112.71,42.06,84.77
kenya,nairobi,2017.0,115.41,72.72,96.66,6.24,0.52,2.73,4.31,29.99,789.04,96.09,34.53,77.37
chile,temuco,2020.0,178.72,105.51,174.57,3.79,1.89,5.32,9.21,387.41,13585.09,207.87,28.29,73.86
italy,milan,2014.0,15.0,9.3,12.0,0.96,4.56,3.2,3.96,617.12,7354.7,129.43,45.35,85.23
usa,new york,2016.0,49.53,28.28,40.46,0.66,1.42,6.73,1.09,649.48,6660.53,124.68,36.94,83.0
poland,wroclaw,2020.0,178.16,95.7,190.97,2.61,1.59,5.41,9.09,179.19,13854.09,174.82,28.3,73.48
egypt,luxor,2023.0,258.53999999999996,157.86,225.5,4.32,1.11,7.63,13.23,162.87,7774.59,318.9,23.53,77.3
colombia,barranquilla,2018.0,101.8,70.05,87.47,3.88,0.77,6.65,4.73,295.13,7189.7,162.48,31.24,78.8
spain,seville,2022.0,15.0,6.39,14.67,0.99,1.64,2.44,1.34,404.85,5284.12,61.56,38.65,84.81
brazil,sao paulo,2022.0,114.3,76.31,118.69,0.8,2.49,8.01,5.45,379.33,12206.65,170.74,34.46,78.14
egypt,cairo,2015.0,195.68,99.91,185.2,1.61,1.04,20.5,16.34,99.14,7711.96,360.26,33.79,77.3
iran,karaj,2019.0,141.42,87.72,155.43,2.93,0.3,10.75,8.74,44.07,6511.76,211.34,31.45,75.66
chile,antofagasta,2016.0,114.09,57.46,125.25,1.74,1.7,7.03,6.22,378.17,12182.09,177.65,31.18,78.15
turkey,izmir,2014.0,185.55,108.53,136.84,3.2,1.24,13.02,7.57,125.88,7520.47,242.24,33.01,72.88
russia,yekaterinburg,2017.0,108.37,49.13,82.54,4.39,1.24,7.73,3.75,156.5,6412.29,150.8,32.91,78.09
brazil,fortaleza,2017.0,122.97,75.69,122.59,2.59,1.27,13.54,5.79,150.95,1418.9,205.15,39.8,77.1
pakistan,rawalpindi,2019.0,240.45,126.77,225.72500000000002,3.24,0.14,19.56,11.54,114.94,8753.11,301.49,28.42,69.2
indonesia,surabaya,2015.0,118.83,64.9,87.65,2.42,2.75,8.14,5.5,342.01,2700.11,180.79,43.14,77.76
germany,hamburg,2014.0,15.0,8.65,16.21,0.13,4.23,4.05,1.36,457.69,2988.19,80.69,49.56,84.92
usa,houston,2019.0,43.56,19.1,47.7,0.31,2.63,4.78,1.93,810.41,4062.75,88.58,43.51,83.72
germany,hamburg,2018.0,20.1,8.55,16.07,1.2,4.68,6.87,1.41,185.66,1678.05,104.02,51.15,85.34
brazil,brasilia,2016.0,110.21,51.1,95.74,1.86,2.98,5.4,3.51,137.53,10418.61,120.94,36.66,77.93
mongolia,darkhan,2021.0,295.92,181.21,305.63,5.87,0.41,13.76,12.65,114.29,18294.47,316.55,17.08,65.5
canada,vancouver,2014.0,15.0,9.57,12.67,0.43,2.46,3.06,1.37,791.5,6151.68,69.34,40.81,85.58
thailand,pattaya,2015.0,173.02,83.52,163.43,4.35,2.2,7.63,8.51,185.22,11121.41,201.22,31.12,73.84
vietnam,da nang,2021.0,124.48,59.0,123.15,1.39,0.87,7.32,4.58,320.39,12734.88,179.58,28.49,77.34
russia,saint petersburg,2016.0,124.21,76.2,112.06,3.71,1.96,6.28,9.31,331.07,4119.11,172.01,38.05,77.38
myanmar,yangon,2021.0,314.8,172.59,235.10000000000002,3.86,0.75,14.52,5.5,57.78,19511.57,377.25,18.89,64.13
south africa,durban,2021.0,124.74,76.35,103.67,3.48,0.54,7.63,6.05,218.24,11024.29,163.33,27.12,77.12
australia,adelaide,2016.0,51.26,33.32,48.54,0.09,2.61,4.23,0.8,459.16,9862.94,101.78,37.88,82.5
italy,milan,2015.0,54.01,33.7,48.28,1.0,3.17,1.84,3.34,533.69,2878.84,80.35,45.63,82.47
usa,houston,2014.0,31.34,15.42,27.41,0.58,1.62,2.36,1.07,795.42,11594.67,102.14,32.7,84.5
france,toulouse,2021.0,30.3,16.58,26.52,0.73,4.34,3.46,1.41,575.33,10247.42,76.89,42.05,84.13
uk,liverpool,2023.0,32.57,44.97,78.0,0.12,1.66,5.63,1.17,414.28,9130.16,93.72,35.73,80.79
australia,melbourne,2017.0,15.0,8.35,14.14,0.66,3.61,4.02,2.21,182.29,7597.46,103.12,42.57,85.64
russia,saint petersburg,2017.0,131.72,91.01,144.32,2.25,2.63,13.96,9.02,180.03,5381.02,233.22,40.27,76.58
philippines,davao,2020.0,96.89,59.53,103.05,3.93,0.56,4.26,5.66,389.33,4778.11,141.98,32.97,79.32
ukraine,kyiv,2016.0,170.01,102.74,128.69,3.14,0.38,13.92,8.2,138.67,4965.05,221.41,33.05,73.94
tanzania,dar es salaam,2018.0,117.28,58.9,91.49,5.57,0.13,4.22,2.38,12.8,454.72,106.63,34.37,77.21
poland,krakow,2023.0,116.63,69.66,96.42,4.07,1.3,7.93,6.55,141.87,5814.33,180.57,34.02,77.51
france,marseille,2018.0,32.45,14.27,29.28,0.43,4.48,4.16,2.84,185.66,10054.97,99.58,42.97,85.14
mexico,puebla,2017.0,125.7,55.31,134.79,3.48,1.47,11.2,4.1,78.53,9836.51,191.23,31.08,76.78
pakistan,rawalpindi,2019.0,257.26,138.79,225.72500000000002,5.48,0.31,21.91,13.08,84.8,22248.11,371.53,13.2,61.49
sweden,gothenburg,2023.0,27.44,16.51,28.75,0.21,2.03,1.41,0.66,339.63,7826.92,70.49,38.04,83.85
france,marseille,2017.0,67.11,28.13,54.98,1.18,1.53,4.21,4.97,774.46,7010.41,145.61,36.39,82.07
china,chengdu,2016.0,279.68,147.7,219.9,4.12,1.47,15.94,13.04,64.31,7774.59,339.17,23.36,66.48
kenya,mombasa,2017.0,94.67,54.63,76.31,2.12,0.73,6.15,2.73,65.57,312.97,115.55,39.75,78.82
mongolia,darkhan,2021.0,331.78,139.29500000000002,232.515,3.03,0.38,7.63,10.95,56.37,7774.59,377.05,13.01,62.99
tanzania,dodoma,2021.0,83.19,36.27,82.77,5.39,0.91,5.29,2.42,65.07,2522.91,119.11,34.81,79.58
romania,cluj-napoca,2017.0,137.87,80.25,118.02,3.49,0.71,4.28,9.3,349.04,14565.17,170.66,24.08,76.51
poland,poznan,2017.0,161.58,107.68,126.26,1.4,2.85,11.48,4.71,370.85,14795.69,208.07,32.35,74.97
netherlands,the hague,2017.0,15.0,10.17,15.87,1.07,1.54,1.16,1.38,182.29,517.59,37.76,43.03,85.78
tanzania,mwanza,2019.0,62.49,38.95,63.57,4.54,0.32,3.55,3.24,77.31,1925.2,75.67,34.49,80.99
turkey,adana,2018.0,143.29,80.47,103.25,3.49,0.69,12.71,4.67,117.35,2359.63,194.64,36.21,75.68
ethiopia,mekelle,2019.0,134.75,59.05,111.56,4.9,0.49,6.08,2.28,10.46,1308.98,114.74,35.27,76.04
canada,montreal,2016.0,32.42,15.46,24.8,1.19,4.42,6.04,3.36,564.24,4505.67,110.28,47.57,83.97
south africa,pretoria,2020.0,113.57,49.37,96.74,2.45,2.04,10.24,7.32,274.41,7146.06,212.62,36.53,77.98
spain,bilbao,2021.0,33.62,20.7,30.88,0.94,4.33,1.69,1.01,630.18,6821.85,86.81,45.22,84.02
russia,kazan,2019.0,217.84,69.99,188.48,3.77,0.72,13.61,9.41,317.8,10026.59,251.31,28.35,71.11
turkey,istanbul,2015.0,139.59,75.15,111.48,4.44,0.47,6.75,9.61,322.01,2515.27,189.4,34.46,76.34
poland,poznan,2023.0,129.33,81.96,139.77,3.89,0.75,9.24,7.66,350.32,11952.59,190.11,26.4,77.08
mexico,mexico city,2015.0,81.04,54.88,80.17,1.17,2.47,4.19,5.34,274.35,7048.36,138.02,39.2,80.15
germany,cologne,2023.0,15.0,9.34,14.35,0.57,4.98,5.9,4.32,175.24,7774.59,139.71,48.35,85.96
bangladesh,khulna,2019.0,174.64,78.94,133.06,1.62,0.74,10.16,12.42,63.75,6810.88,261.18,33.8,73.48
usa,phoenix,2016.0,15.0,8.57,15.57,0.83,3.03,3.88,3.41,178.24,1979.25,116.36,46.29,85.93
uk,london,2018.0,15.0,7.44,11.01,0.07,2.19,2.96,1.48,450.76,4634.88,70.46,41.88,84.9
iran,tabriz,2017.0,217.65,123.22,162.38,3.32,1.33,10.02,11.15,46.16,11891.25,233.49,28.79,70.58
spain,bilbao,2023.0,33.79,19.66,35.18,0.13,3.21,5.55,4.72,706.23,8204.24,135.64,41.29,84.16
colombia,barranquilla,2021.0,63.24,33.84,49.41,4.23,1.61,5.32,3.66,333.86,979.5,122.98,39.62,81.45
chile,antofagasta,2015.0,122.93,76.69,99.2,2.59,0.41,11.52,4.36,115.16,2964.26,156.88,35.68,77.03
ethiopia,addis ababa,2014.0,113.27,76.76,119.24,6.48,0.85,3.75,4.73,68.79,3842.09,122.19,32.22,77.59
chile,valparaiso,2022.0,151.72,86.58,140.49,3.5,3.05,11.41,6.64,178.36,8032.12,189.46,29.62,75.24
mongolia,ulaanbaatar,2014.0,259.47,143.65,308.63,3.69,0.65,15.97,8.58,101.19,22396.68,288.23,15.87,66.08
turkey,izmir,2017.0,112.89,66.96,115.02,1.17,2.7,4.21,7.82,260.74,8917.85,162.1,38.03,78.0
norway,oslo,2019.0,25.86,13.0,27.84,1.07,2.21,4.3,1.89,178.67000000000002,4255.36,0.08528,41.31,85.63
saudi arabia,jeddah,2020.0,181.16,84.79,146.22,3.11,1.05,13.38,9.19,365.23,9934.94,256.59,30.11,73.65
canada,toronto,2014.0,70.62,36.92,60.93,0.52,3.49,4.47,3.6,556.01,7774.59,116.2,38.65,81.4
netherlands,utrecht,2021.0,15.0,6.71,14.16,0.2,3.28,4.15,2.64,177.07999999999998,7900.6,110.26,41.73,86.08
norway,stavanger,2017.0,15.0,6.75,15.19,1.0,2.11,3.96,0.63,182.29,2926.53,62.68,42.4,86.39
